disease_name,url
Information Quality,https://www.cdc.gov/science-quality/php/information-quality-support/index.html
Information Technology (IT),https://www.cdc.gov/ocio/
Injection Safety,https://www.cdc.gov/injection-safety/about/
Injury Center,https://www.cdc.gov/injury-violence-prevention/
Injury Prevention in American Indian and Alaska Native Communities,https://www.cdc.gov/injury-tribal/about/index.html
Injury Statistics,https://www.cdc.gov/nchs/fastats/injury.htm
Injury and Violence Prevention,https://www.cdc.gov/injury-violence-prevention/
Insect Repellent Use and Safety,https://www.cdc.gov/mosquitoes/prevention/index.html
Insects and Scorpions,https://www.cdc.gov/niosh/outdoor-workers/about/insects-and-scorpions.html
Institutional Animal Care and Use Committee (IACUC),https://www.cdc.gov/os/offices/public-health-ethics-regulations.html
Institutional Review Boards,https://www.cdc.gov/scientific-integrity/php/human-subjects-protection/index.html
Insulin,https://www.cdc.gov/diabetes/about/insulin-resistance-type-2-diabetes.html
Interagency Food Safety Analytics Collaboration (IFSAC),https://www.cdc.gov/ifsac/about/index.html
International Flu,https://www.cdc.gov/flu-global/about/index.html
International Health — see Global Health,https://www.cdc.gov/global-health/
International Infection Control,https://www.cdc.gov/international-infection-control/hcp/about/index.html
Interstitial Cystitis   (IC),https://www.cdc.gov/interstitial-cystitis/about/
Intimate Partner Violence,https://www.cdc.gov/intimate-partner-violence/about/index.html
Irradiation — see Food Irradiation,https://www.cdc.gov/radiation-health/food-irradiation/
Island Affairs,https://www.cdc.gov/island-affairs/about/index.html
Jail Health — see Correctional Health,https://www.cdc.gov/correctional-health/about/
Jamestown Canyon Virus,https://www.cdc.gov/jamestown-canyon/about/index.html
Japanese Encephalitis,https://www.cdc.gov/japanese-encephalitis/about/index.html
Japanese Encephalitis (JE),https://www.cdc.gov/japanese-encephalitis/about/index.html
Japanese Encephalitis Vaccination,https://www.cdc.gov/vaccines/hcp/current-vis/japanese-encephalitis.html
Japanese Encephalitis Vaccination (JE),https://www.cdc.gov/vaccines/hcp/current-vis/japanese-encephalitis.html
"Joints, Healthy — see Healthy Joints",https://www.cdc.gov/arthritis/caring/index.html
Juvenile Arthritis — see Childhood Arthritis,https://www.cdc.gov/arthritis/childhood-arthritis/index.html
Kawasaki Disease (KD),https://www.cdc.gov/kawasaki/about/index.html
Kawasaki Syndrome — see Kawasaki Disease (KD),https://www.cdc.gov/kawasaki/about/index.html
Kidney Cancer,https://www.cdc.gov/kidney-cancer/about/
Kidney Disease (CKD),https://www.cdc.gov/kidney-disease/index.html
KlebsiellaInfection,https://www.cdc.gov/klebsiella/about/index.html
Kyasanur Forest disease (KFD),https://www.cdc.gov/kyasanur/about/
"L, L-1, L-2, L-3 — see Lewisite",https://emergency.cdc.gov/agent/lewisite/index.asp
La Crosse Virus,https://www.cdc.gov/la-crosse-encephalitis/about/index.html
Lab Measurements in People — see Biomonitoring,https://www.cdc.gov/biomonitoring/
Lab Safety at CDC,https://www.cdc.gov/labs/strong-lab-safety/
Laboratory Biosafety Publication,https://www.cdc.gov/labs/bmbl/index.html
Laboratory Leadership Service,https://www.cdc.gov/lls/php/about/index.html
Laboratory Medicine Quality Improvement,https://www.cdc.gov/laboratory-systems/
Laboratory Response Network (LRN) Data Exchange Services,https://emergency.cdc.gov/lrn/index.asp
Laboratory Training,https://www.cdc.gov/lab-training/
Lassa Fever,https://www.cdc.gov/lassa-fever/about/
"Law, Public Health — see Public Health Law",https://www.cdc.gov/phlp/php/
Lead,https://www.cdc.gov/niosh/lead/index.html
Lead Poisoning Prevention,https://www.cdc.gov/lead-prevention/
"Learn the Signs, Act Early Campaign",https://www.cdc.gov/ncbddd/actearly/index.html
Learning Connection — see CDC Learning Connection,https://www.cdc.gov/learning-connection/php/about/
Legionellosis — see Legionnaires' Disease,https://www.cdc.gov/investigate-legionella/
Legionnaires' Disease,https://www.cdc.gov/investigate-legionella/
Legislation and Regulation,https://www.cdc.gov/scientific-integrity/php/public-information-collection/index.html
LeishmaniaInfection — see Leishmaniasis,https://www.cdc.gov/leishmaniasis/about/index.html
Leishmaniasis,https://www.cdc.gov/leishmaniasis/about/index.html
Leprosy — see Hansen's Disease,https://www.cdc.gov/leprosy/
LeptospiraInfection — see Leptospirosis,https://www.cdc.gov/leptospirosis/about/index.html
Leptospirosis,https://www.cdc.gov/leptospirosis/about/index.html
Lewisite,https://emergency.cdc.gov/agent/lewisite/index.asp
Library,https://www.cdc.gov/library
Lice,https://www.cdc.gov/lice/
"Lice, Body — see Body Lice",https://www.cdc.gov/lice/about/body-lice.html
Life Expectancy,https://www.cdc.gov/nchs/fastats/life-expectancy.htm
Life Stage Statistics,https://www.cdc.gov/nchs/fastats/life-stages-and-populations.htm
Lipoprotein (a),https://www.cdc.gov/heart-disease-family-history/about/about-lipoprotein-a.html
ListeriaInfection,https://www.cdc.gov/listeria/site.html
Listeriosis — seeListeriaInfection,https://www.cdc.gov/listeria/site.html
Liver Cancer,https://www.cdc.gov/liver-cancer/about/
Liver Flukes,https://www.cdc.gov/liver-flukes/about/index.html
Lockjaw Vaccination — see Tetanus Vaccination,https://www.cdc.gov/tetanus/vaccines/index.html
Lockjaw — see Tetanus,https://www.cdc.gov/tetanus/index.html
Loiasis — see Filarial Worms,https://www.cdc.gov/filarial-worms/about/index.html
Long Work Hours — see Work Schedules,https://www.cdc.gov/niosh/fatigue/about/index.html
Long-Acting Anticoagulant — see Super Warfarin,https://emergency.cdc.gov/agent/superwarfarin/index.asp
"Long-Term Care Facilities, Infection Prevention in (LTCFs)",https://www.cdc.gov/long-term-care-facilities
Louse-borne Relapsing Fever — see Tick and Louse-borne Relapsing Fevers,https://www.cdc.gov/relapsing-fever/about/index.html
Lujo Hemorrhagic Fever,https://www.cdc.gov/lujo-fever/about/index.html
Lujo Hemorrhagic Fever (LUHF),https://www.cdc.gov/lujo-fever/about/index.html
Lung Cancer,https://www.cdc.gov/lung-cancer/
Lupus (SLE),https://www.cdc.gov/lupus/site.html
Lyme Disease,https://www.cdc.gov/lyme/
Lymphatic Filariasis — see Filarial Worms,https://www.cdc.gov/filarial-worms/about/index.html
Lymphedema,https://www.cdc.gov/cancer-survivors/patients/lymphedema.html
Lymphocytic Choriomeningitis (LCM),https://www.cdc.gov/lymphocytic-choriomeningitis/about/index.html
Lynch Syndrome,https://www.cdc.gov/colorectal-cancer-hereditary/about/about-lynch-syndrome.html
MAHC — see Model Aquatic Health Code,https://www.cdc.gov/model-aquatic-health-code/index.html
MMR Vaccination,https://www.cdc.gov/vaccine-safety/vaccines/mmr.html
MMRV Vaccine and Febrile Seizures — see Febrile Seizures and MMRV Vaccine,https://www.cdc.gov/vaccine-safety/vaccines/mmrv.html
MRSA,https://www.cdc.gov/mrsa/about/index.html
Machine Safety,https://www.cdc.gov/niosh/machine-safety/about/
Machine Safety,https://www.cdc.gov/niosh/machine-safety/about/index.html
Mad Cow Disease — see Bovine Spongiform Encephalopathy (BSE),https://www.cdc.gov/mad-cow/php/animal-health/index.html
Malaria,https://www.cdc.gov/malaria/index.html
Mammograms,https://www.cdc.gov/breast-cancer/about/mammograms.html
Mansonellosis — see Filarial Worms,https://www.cdc.gov/filarial-worms/about/index.html
Manual for the Surveillance of Vaccine-Preventable Diseases,https://www.cdc.gov/surv-manual/index.html
Manufacturing,https://www.cdc.gov/niosh/manufacturing/about/index.html
Marburg Virus Disease,https://www.cdc.gov/marburg/about/index.html
Marriage Certificates — see Vital Records,https://www.cdc.gov/nchs/w2w/index.htm
Marriage Data,https://www.cdc.gov/nchs/nvss/marriage-divorce.htm
Maternal Mortality,https://www.cdc.gov/maternal-mortality/
Mayaro Virus Infection,https://www.cdc.gov/mayaro-virus/about/index.html
Meaningful Use,https://www.cdc.gov/data-interoperability/index.html
Measles,https://www.cdc.gov/measles/index.html
Measles Vaccination,https://www.cdc.gov/measles/index.html
Measles — see MMR Vaccination,https://www.cdc.gov/vaccine-safety/vaccines/mmr.html
"Measles, Mumps, Rubella, Varicella (MMRV) Vaccine Safety",https://www.cdc.gov/vaccine-safety/vaccines/mmr.html
"Medical Students, Epidemiology Elective Program for — see Epidemiology Elective Program for Senior Medical and Veterinary Students",https://www.cdc.gov/epi-elective/php/about/
Medication Safety,https://www.cdc.gov/medication-safety/
Medication and Pregnancy — see Treating for Two,https://www.cdc.gov/medicine-and-pregnancy/index.html
Melioidosis,https://www.cdc.gov/melioidosis/about/
Meningitis,https://www.cdc.gov/meningitis/index.html
Meningococcal Disease,http://www.cdc.gov/meningococcal
Meningococcal Vaccination,https://www.cdc.gov/vaccines/mening/hcp/index.html
Mental Health,https://www.cdc.gov/mental-health/
Mental Health and Disasters,https://emergency.cdc.gov/coping/index.asp
Mercury,https://emergency.cdc.gov/agent/mercury/index.asp
Mercury and Vaccines — see Thimerosal (Mercury) and Vaccines,https://www.cdc.gov/vaccine-safety/about/thimerosal.html
Mesothelioma,https://www.cdc.gov/mesothelioma/about/index.html
Methicillin-ResistantStaphylococcus aureusInfection — see MRSA,https://www.cdc.gov/mrsa/about/index.html
Mexico—United States Public Health — see Border Health and Migration,https://www.cdc.gov/migration-border-health/
Microalgal Bloom-Associated Illness (HAB) — see Harmful Algal Bloom (HAB)-Associated Illness (HAB),https://www.cdc.gov/harmful-algal-blooms/about/index.html
MicrobeNet,https://www.cdc.gov/microbenet/php/about/index.html
Microcephaly,https://www.cdc.gov/birth-defects/about/microcephaly.html
Micronutrients,https://www.cdc.gov/nutrition/php/micronutrients/
MicrosporidiaInfection,https://www.cdc.gov/dpdx/microsporidiosis/index.html
Microsporidiosis — seeMicrosporidiaInfection,https://www.cdc.gov/dpdx/microsporidiosis/index.html
Middle East Respiratory Syndrome (MERS),https://www.cdc.gov/mers/index.html
"Migrant, Refugee, and Immigrant Health — see Immigrant and Refugee Health",https://www.cdc.gov/immigrant-refugee-health/
Migration and Border Health — see Border Health and Migration,https://www.cdc.gov/migration-border-health/
"Milk, Raw — see Raw Milk",https://www.cdc.gov/food-safety/foods/raw-milk.html
Million Hearts®,http://millionhearts.hhs.gov
Mining,https://www.cdc.gov/niosh/mining/index.html
Minority Health,https://www.cdc.gov/minority-health/index.html
"Mission and Vision, CDC — see CDC Mission and Vision",https://www.cdc.gov/about/cdc/index.html
Mobile,https://www.cdc.gov/digital-social-media-tools/mobile/index.html
Model Aquatic Health Code (MAHC),https://www.cdc.gov/model-aquatic-health-code/index.html
Modern Initiative,https://www.cdc.gov/nndss/about/index.html
Mold,https://www.cdc.gov/mold-health
Molluscum Contagiosum,https://www.cdc.gov/molluscum-contagiosum/about/
Monkey B virus — see B virus Infection,https://www.cdc.gov/herpes-b-virus/about/index.html
Monkeypox,https://www.cdc.gov/mpox/index.html
Monosodium Glutamate — see Vaccine Ingredients,https://www.cdc.gov/vaccines/basics/index.html
Morbidity & Mortality Weekly Report (MMWR),https://www.cdc.gov/mmwr/
Mortality Data,https://www.cdc.gov/nchs/nvss/marriage-divorce.htm
Mosquitoes,http://www.cdc.gov/mosquitoes
"Mother to Child HIV Transmission, Global Prevention — see Prevention of Mother to Child HIV Transmission Globally",https://www.cdc.gov/nchstp/od/GAP/pa_pmtct.htm
Mucormycete Infection,https://www.cdc.gov/mucormycosis/about/index.html
Mucormycosis — see Mucormycete Infection,https://www.cdc.gov/mucormycosis/about/index.html
Multistate Foodborne Outbreaks — see Foodborne Outbreaks,https://www.cdc.gov/foodborne-outbreaks/index.html
Mumps,https://www.cdc.gov/mumps/about/
Mumps Vaccination,https://www.cdc.gov/vaccines/mmr/hcp/index.html
Mumps — see MMR Vaccination,https://www.cdc.gov/vaccine-safety/vaccines/mmr.html
Muscular Dystrophy (MD),https://www.cdc.gov/muscular-dystrophy/index.html
"Museum, CDC",https://www.cdc.gov/museum/
"Mustard Gas (H, HD, and HT)",https://emergency.cdc.gov/agent/sulfurmustard/index.asp
Myalgic Encephalomyelitis/ Chronic Fatigue Syndrome (ME/CFS),https://www.cdc.gov/me-cfs/about/index.html
Mycetoma,https://www.cdc.gov/mycetoma/about/index.html
Mycobacterium tuberculosisInfection — see Tuberculosis (TB),https://www.cdc.gov/tb/index.html
Mycoplasma pneumoniaeInfection,https://www.cdc.gov/mycoplasma/index.html
Myeloma,https://www.cdc.gov/myeloma/about/index.html
Myelomeningocele — see Spina Bifida,https://www.cdc.gov/spina-bifida
Myiasis,https://www.cdc.gov/myiasis/about/
"Myiasis, New World Screwworm — see New World Screwworm",https://www.cdc.gov/new-world-screwworm/about/index.html
NERD Academy,https://www.cdc.gov/nerd-academy/index.html
NHANES Tutorial,https://wwwn.cdc.gov/nchs/nhanes/tutorials/default.aspx
NIOSH Manual of Analytical Methods (NMAM),https://www.cdc.gov/niosh/nmam/
NIOSH Pocket Guide to Chemical Hazards (NPG),https://www.cdc.gov/niosh/npg/
NNDSS  — see National Notifiable Diseases Surveillance System (NNDSS),https://www.cdc.gov/nndss/about/index.html
NNDSS Modernization Initiative (NMI),https://www.cdc.gov/nndss/about/index.html
NNDSS Modernization Initiative (NMI) — see Modern Initiative,https://www.cdc.gov/nndss/about/index.html
NSSP — see National Syndromic Surveillance Program (NSSP),https://www.cdc.gov/nssp/index.html
Naegleria fowleriInfection,https://www.cdc.gov/naegleria/about/index.html
Nail Gun Safety,https://www.cdc.gov/niosh/construction/nail-gun-safety/
Nail Technicians,https://www.cdc.gov/niosh/nail-technicians/about/
Nairovirus Infection — see Crimean-Congo hemorrhagic fever (CCHF),https://www.cdc.gov/crimean-congo-hemorrhagic/about/
Nanotechnology,https://www.cdc.gov/niosh/nano/
Natality Data — see Birth Data,https://www.cdc.gov/nchs/nvss/births.htm
National Antimicrobial Resistance Monitoring System (NARMS),https://www.cdc.gov/narms/index.html
National Breast and Cervical Cancer Early Detection Program,https://www.cdc.gov/breast-cervical-cancer-screening/
National Breast and Cervical Cancer Early Detection Program (NBCCEDP),https://www.cdc.gov/breast-cervical-cancer-screening/
National Comprehensive Cancer Control Program,https://www.cdc.gov/comprehensive-cancer-control/
"National Data — see Health, United States",https://www.cdc.gov/nchs/hus/
National Electronic Disease Surveillance System Base System (NBS),https://www.cdc.gov/nbs/php/about/index.html
National Environmental Assessment Reporting System (NEARS),https://www.cdc.gov/restaurant-food-safety/php/investigations/nears.html
National Environmental Public Health Tracking Program,https://www.cdc.gov/environmental-health-tracking/php/index.html
National Health Interview Survey (NHIS),https://www.cdc.gov/nchs/nhis/index.htm
National Health Statistics Reports (NHSR),https://www.cdc.gov/nchs/products/nhsr.htm
National Health and Nutrition Examination Survey (NHANES),https://www.cdc.gov/nchs/nhanes/
National Healthcare Safety Network (NHSN),https://www.cdc.gov/nhsn/index.html
National Home and Hospice Care Survey (NHHCS),https://www.cdc.gov/nchs/nhhcs/index.htm
National Hospital Discharge and Ambulatory Surgery Data,https://www.cdc.gov/nchs/nhds/index.htm
National Influenza Vaccination Week (NIVW),https://www.cdc.gov/flu-resources/php/nivw/index.html
National Intimate Partner and Sexual Violence Survey (NISVS),https://www.cdc.gov/nisvs/site.html
National Notifiable Diseases Surveillance System (NNDSS),https://www.cdc.gov/nndss/about/index.html
National Nursing Home Survey (NNHS), https://www.cdc.gov/nchs/nnhs/index.htm
National Occupational Research Agenda (NORA),https://www.cdc.gov/nora/
National Outbreak Reporting System (NORS),https://www.cdc.gov/nors/
National Program of Cancer Registries,https://www.cdc.gov/national-program-cancer-registries/index.html
National Report on Human Exposure to Environmental Chemicals,https://www.cdc.gov/environmental-exposure-report/index.html
National Surveillance of Bacterial Foodborne Illnesses (Enteric Diseases),https://www.cdc.gov/national-enteric-surveillance/about/index.html
National Survey of Family Growth (NSFG),https://www.cdc.gov/nchs/nsfg/
National Syndromic Surveillance Program (NSSP),https://www.cdc.gov/nssp/index.html
National Toxic Substance Incidents Program (NTSIP),https://www.atsdr.cdc.gov/ntsip/
National Violent Death Reporting System (NVDRS),https://www.cdc.gov/nvdrs/site.html
National Vital Statistics Reports,https://www.cdc.gov/nchs/products/nvsr.htm
Natural Disasters — see Extreme Weather Conditions,https://www.cdc.gov/natural-disasters/index.html
Neglected Tropical Diseases (NTD),https://www.cdc.gov/neglected-tropical-diseases/index.html
Neisseria gonorrhoeaeInfection — see Gonorrhea,https://www.cdc.gov/gonorrhea/about/index.html
Neutropenia,https://www.cdc.gov/cancer-preventing-infections
New Vaccine Surveillance Network (NVSN),https://www.cdc.gov/nvsn/php/about/index.html
New World Screwworm,https://www.cdc.gov/new-world-screwworm/about/index.html
Newborn Screening,https://www.cdc.gov/newborn-screening/index.html
Nipah Virus Infection (NiV Infection),https://www.cdc.gov/nipah-virus/about/index.html
"Nitrogen Mustard (HN-1, HN-2, HN-3)",https://emergency.cdc.gov/agent/nitrogenmustard/index.asp
NocardiaInfection,https://www.cdc.gov/nocardiosis/about/index.html
Nocardiosis — seeNocardiaInfection,https://www.cdc.gov/nocardiosis/about/index.html
Noise,https://www.cdc.gov/niosh/noise/
Non-Polio Enterovirus,https://www.cdc.gov/non-polio-enterovirus/index.html
Nonpharmaceutical Interventions (NPIs),https://blogs.cdc.gov/publichealthmatters/tag/nonpharmaceutical-interventions/
Nontuberculous Mycobacteria Infections (NTM),https://www.cdc.gov/nontuberculous-mycobacteria/about/index.html
Nontuberculous — see Nontuberculous Mycobacteria Infections (NTM),https://www.cdc.gov/nontuberculous-mycobacteria/about/index.html
Norovirus Infection,https://www.cdc.gov/norovirus/index.html
Norwalk-like Viruses — see Norovirus Infection,https://www.cdc.gov/norovirus/index.html
"Nursing Homes, Infection Prevention in — see Long-Term Care Facilities, Infection Prevention in (LTCFs)",https://www.cdc.gov/long-term-care-facilities
Obesity,https://www.cdc.gov/obesity/index.html
Obesity and Cancer,https://www.cdc.gov/cancer/risk-factors/obesity.html
Occupational Cancer,https://www.cdc.gov/niosh/cancer/about/index.html
Occupational Health Statistics,https://www.cdc.gov/niosh/data/
"Occupational Hearing Loss — see Hearing Loss, Occupational",https://www.cdc.gov/niosh/noise/
Occupational Mortality Surveillance (NOMS),https://www.cdc.gov/niosh/surveillance/noms/index.html
Occupational Risk Assessment,https://www.cdc.gov/niosh/occupational-risk-assessment/about/index.html
"Occupational Skin Conditions — see Skin Conditions, Occupational",https://www.cdc.gov/niosh/skin-exposure/about/
Occupational Violence — see Workplace Violence,https://www.cdc.gov/niosh/violence/about/
Occupationally-Acquired Infections in Healthcare Settings,https://www.cdc.gov/infection-control/hcp/safety/index.html
Office Environments,https://www.cdc.gov/niosh/office-environment/about/
Older Adult Drivers,https://www.cdc.gov/older-adult-drivers/about/index.html
Older Adults — see Aging,https://www.cdc.gov/healthy-aging/index.html
Omsk Hemorrhagic Fever (OHF),https://www.cdc.gov/omsk-fever/about/index.html
Onchcerciasis — see Filarial Worms,https://www.cdc.gov/filarial-worms/about/index.html
One Health,https://www.cdc.gov/one-health/index.html
Opioid Use Disorder,https://www.cdc.gov/overdose-prevention/index.html
Opioids,https://www.cdc.gov/overdose-prevention/prevention/index.html
OpisthorchisInfection — see Liver Flukes,https://www.cdc.gov/liver-flukes/about/index.html
Oral Health,https://www.cdc.gov/oral-health/index.html
Oral Health Data Systems,https://www.cdc.gov/oral-health-data-systems/index.html
Orf Virus,https://www.cdc.gov/orf-virus/about/index.html
Organ Transplant Safety — see Transplant Safety,https://www.cdc.gov/transplant-safety/
"Organization, CDC — see CDC Organization",https://www.cdc.gov/about/organization/
Oropouche Virus,https://www.cdc.gov/oropouche/index.html
Osmium Tetroxide,https://emergency.cdc.gov/agent/osmium/
Osteoarthritis,https://www.cdc.gov/arthritis/osteoarthritis/index.html
Osteoarthritis (OA),https://www.cdc.gov/arthritis/osteoarthritis/index.html
Other Spotted Fever Group Rickettsioses (SFGR),https://www.cdc.gov/other-spotted-fever/about/index.html
Otitis Media — see Ear Infection,https://www.cdc.gov/ear-infection/about/index.html
"Outbreak and Disease Surveillance, Waterborne — see Waterborne Disease and Outbreak Surveillance",https://www.cdc.gov/healthy-water-data/about/index.html
OutbreakNet Enhanced,https://www.cdc.gov/outbreaknet-enhanced/about/index.html
Outbreaks,https://www.cdc.gov/outbreaks/index.html
Ovarian Cancer,https://www.cdc.gov/ovarian-cancer/index.html
Overdose Prevention,https://www.cdc.gov/overdose-prevention/index.html
Overdose Resource Exchange (ORE),https://www.cdc.gov/overdose-resources/index.html
Oxyuriasis — see Pinworm Infection,https://www.cdc.gov/pinworm/about/
PHIL — see Public Health Image Library,https://phil.cdc.gov/default.aspx
PHIN MS — see PHIN Messaging System,https://www.cdc.gov/phin/php/about/index.html
PHIN Messaging System,https://www.cdc.gov/phin/php/about/index.html
PHIN VADS — see PHIN Vocabulary Access and Distribution System,https://www.cdc.gov/phin/php/vocabulary/
PHIN Vocabulary Access and Distribution System,https://www.cdc.gov/phin/php/vocabulary/
PLACES: Local Data for Better Health,https://www.cdc.gov/places/index.html
Pandemic Flu,https://www.cdc.gov/pandemic-flu/
Pandemic Flu Preparedness and Nonpharmaceutical Interventions — see Nonpharmaceutical Interventions (NPIs),https://blogs.cdc.gov/publichealthmatters/tag/nonpharmaceutical-interventions/
Pap Tests,https://www.cdc.gov/cervical-cancer/screening/index.html
Paperwork Reduction Act Clearance — see Legislation and Regulation,https://www.cdc.gov/scientific-integrity/php/public-information-collection/index.html
Paperwork Reduction and Privacy Protection — see Legislation and Regulation,https://www.cdc.gov/scientific-integrity/php/public-information-collection/index.html
Paracoccidioidesinfection,https://www.cdc.gov/paracoccidioidomycosis/about/index.html
Paracoccidioidomycosis — seeParacoccidioidesinfection,https://www.cdc.gov/paracoccidioidomycosis/about/index.html
Paragonimiasis,https://www.cdc.gov/paragonimus/about/index.html
ParagonimusInfection — see Paragonimiasis,https://www.cdc.gov/paragonimus/about/index.html
Parainfluenza — see Human Parainfluenza Viruses (HPIV),https://www.cdc.gov/parainfluenza/index.html
Paraquat,https://emergency.cdc.gov/agent/paraquat/index.asp
Parasites,https://www.cdc.gov/parasites/index.html
Parasitic Meningitis,https://www.cdc.gov/meningitis/about/parasitic-meningitis.html
Parents,https://www.cdc.gov/parents/
Parents - Vaccines for Your Children,https://www.cdc.gov/vaccines-children/index.html
Particulate matter,https://www.cdc.gov/air-quality/about/index.html
Parvovirus B19 Infection — see Fifth Disease,https://www.cdc.gov/parvovirus-b19/about/index.html
Patient Safety,https://www.cdc.gov/patient-safety/about/
"Pedestrian, Bicycle, and Motorcycle Safety",https://www.cdc.gov/pedestrian-bike-safety/about/index.html
Pediculus humanus capitis— see Head Lice,https://www.cdc.gov/lice/about/head-lice.html
Pediculus humanus corporis— see Body Lice,https://www.cdc.gov/lice/about/body-lice.html
Pelvic Inflammatory Disease,https://www.cdc.gov/pid/about/index.html
Pelvic Inflammatory Disease (PID),https://www.cdc.gov/pid/about/index.html
Penicillosis — see Talaromycosis,https://www.cdc.gov/talaromycosis/about/index.html
People at Increased Risk for Flu Complications,https://www.cdc.gov/flu/highrisk/index.htm
People with HIV and Influenza,https://www.cdc.gov/flu/highrisk/hiv.html
Performance Management and Quality Improvement,https://www.cdc.gov/public-health-gateway/php/communications-resources/performance-management-quality-improvement-resources.html
Peripheral Arterial Disease (PAD),https://www.cdc.gov/heart-disease/about/peripheral-arterial-disease.html
Peripheral Arterial Insufficiency — see Peripheral Arterial Disease (PAD),https://www.cdc.gov/heart-disease/about/peripheral-arterial-disease.html
Peripheral Arterial Occlusive Disease — see Peripheral Arterial Disease (PAD),https://www.cdc.gov/heart-disease/about/peripheral-arterial-disease.html
Peripheral Vascular Disease — see Peripheral Arterial Disease (PAD),https://www.cdc.gov/heart-disease/about/peripheral-arterial-disease.html
"Permits, Import — see Import Permit Program (IPP)",https://www.cdc.gov/cpr/ipp/index.htm
Personal Protective Equipment  (PPE),https://www.cdc.gov/niosh/ppe/
Persons Who Use Drugs,https://www.cdc.gov/persons-who-inject-drugs/about/
Persons with Disabilities,https://www.cdc.gov/disability-and-health/index.html
Pertussis,https://www.cdc.gov/pertussis
Pertussis Vaccination — see Whooping Cough Vaccination,https://www.cdc.gov/pertussis/vaccines/index.html
Pesticide Illness Surveillance,https://www.cdc.gov/niosh/surveillance/pesticide/
Pet Travel Safety,https://www.cdc.gov/healthy-pets/travel/
Pet-Related Diseases,https://www.cdc.gov/healthy-pets/
Pet-Related Diseases — see Pet-Related Diseases,https://www.cdc.gov/healthy-pets/
Pharmacogenomics,https://www.cdc.gov/genomics-and-health/about/pharmacogenetics.html
Phosgene (CG),https://emergency.cdc.gov/agent/phosgene/index.asp
Phosgene Oxime (CX),https://emergency.cdc.gov/agent/phosgene-oxime/index.asp
Phosphine,https://emergency.cdc.gov/agent/phosphine/index.asp
"Phosphorus, Elemental White or Elemental Yellow",https://emergency.cdc.gov/agent/phosphorus/index.asp
Phthiriasis — see Pubic Lice,https://www.cdc.gov/lice/about/pubic-lice.html
Physical Activity,https://www.cdc.gov/healthy-weight-growth/
"Pigs, Influenza in — see Swine Influenza",https://www.cdc.gov/swine-flu/about/index.html
Pink Eye,https://www.cdc.gov/conjunctivitis/index.html
Pinworm Infection,https://www.cdc.gov/pinworm/about/
Place & Health,https://www.atsdr.cdc.gov/placeandhealth/index.html
Plague,https://www.cdc.gov/plague/about/
PlasmodiumInfection — see Malaria,https://www.cdc.gov/malaria/index.html
Pneumococcal Disease,https://www.cdc.gov/pneumococcal/index.html
Pneumococcal Vaccine,https://www.cdc.gov/pneumococcal/hcp/vaccine-recommendations/
Pneumoconiosis — see Black Lung,https://www.cdc.gov/niosh/pneumoconioses/about/
PneumocystisPneumonia (PCP),https://www.cdc.gov/pneumocystis-pneumonia/about/index.html
Pneumonia,https://www.cdc.gov/pneumonia/
"Pneumonia, Ventilator-Associated (VAP) — see Ventilator-Associated Pneumonia (VAP)",https://www.cdc.gov/ventilator-associated-pneumonia/about/index.html
Podcasts,https://tools.cdc.gov/medialibrary/index.aspx#/landing/mediatype/Podcast/language/english/page/1/sort/desc/group/0
"Poisoning, Carbon Monoxide — see Carbon Monoxide Poisoning",https://www.cdc.gov/carbon-monoxide/about/index.html
Poisonous Plants,https://www.cdc.gov/niosh/outdoor-workers/about/poisonous-plants.html
Polio Infection,https://www.cdc.gov/polio/site.html
Polio Vaccination,https://www.cdc.gov/polio/vaccines/index.html
Poliomyelitis Infection — see Polio Infection,https://www.cdc.gov/polio/site.html
Poliomyelitis Vaccination — see Polio Vaccination,https://www.cdc.gov/polio/vaccines/index.html
Pontiac Fever — see Legionnaires' Disease,https://www.cdc.gov/investigate-legionella/
"Pools — see Water, Recreational",https://www.cdc.gov/healthy-swimming/
Port Health,https://www.cdc.gov/port-health/
Potassium cyanide — see Cyanide,https://emergency.cdc.gov/agent/cyanide/index.asp
Powassan Virus,https://www.cdc.gov/powassan/about/index.html
Precision Health,https://www.cdc.gov/genomics-and-health/about/precision-health-predict-and-prevent-disease.html
Pregnancy,https://www.cdc.gov/pregnancy
"Pregnancy - HIV, STD & Tuberculosis Prevention",https://www.cdc.gov/pregnancy-hiv-std-tb-hepatitis/about/index.html
Pregnancy Prevention — see Birth Control,https://www.cdc.gov/contraception/index.html
Pregnancy Risk Assessment Monitoring System (PRAMS),https://www.cdc.gov/prams
Pregnancy and Vaccination,https://www.cdc.gov/vaccines-pregnancy/about/index.html
"Pregnancy, Teen — see Teen Pregnancy",https://www.cdc.gov/reproductive-health/teen-pregnancy/
Premature Birth,https://www.cdc.gov/maternal-infant-health/preterm-birth/index.html
Presidential Management Fellows Program (PMF),https://www.cdc.gov/PMF/
Preteens and Teens Vaccination,https://www.cdc.gov/meningococcal/vaccines/preteens-teens.html
Preterm Birth — see Premature Birth,https://www.cdc.gov/maternal-infant-health/preterm-birth/index.html
Preventing Chronic Disease Journal (PCD Journal),https://www.cdc.gov/pcd/
Preventing Infections in Cancer Patients,https://www.cdc.gov/cancer-preventing-infections/
Prevention Research Centers (PRC),https://www.cdc.gov/prevention-research-centers/php/
